No;Brand;Phone Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Quad;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_Speed;Network_Technology;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker;Tests_Audioquality;Tests_Batterynew;Tests_Batteryold;Tests_Camera;Tests_Display;Tests_Loudspeaker;Tests_Performance
32;ZTE;ZTE nubia RedMagic 9 Pro+;https://www.gsmarena.com/zte_nubia_red_magic_9_pro+-12708.php;N/A;N/A;165W wired, PD3.0, 100% in 16 min;Li-Ion 5500 mAh;"Pressure sensitive zones (520Hz touch-sensing)
Built-in cooling fan
Aviation aluminum middle frame";Glass front (Gorilla Glass 5), aluminum frame, glass back;164 x 76.4 x 8.9 mm (6.46 x 3.01 x 0.35 in);Nano-SIM + Nano-SIM;229 g (8.08 oz);5.3, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless;Yes;Yes (market/region dependent);GPS (L1+L5), GLONASS, BDS, GALILEO;No;USB Type-C 3.2 Gen 2, OTG, accessory connector, DisplayPort;Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 5;1116 x 2480 pixels, 20:9 ratio (~400 ppi density);6.8 inches, 111.6 cm2 (~89.1% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 1600 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2023, November 23;Available. Released 2023, November 23;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, (wide), 1/1.57"", 1.0µm, PDAF, OIS
50 MP, f/2.2, (ultrawide), 1/2.76"", 0.64µm
2 MP, f/2.4, (macro)";8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps;UFS 4.0;No;256GB 16GB RAM, 512GB 16GB RAM, 1TB 24GB RAM;Sleet (Black), Snowfall (Silver), Cyclone (Transparent Black);N/A;About 710 EUR;N/A;CDMA2000 1xEV-DO;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;LTE;SA/NSA;HSPA, LTE, 5G;GSM / CDMA / HSPA / EVDO / LTE / 5G;Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520);Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);Adreno 750;Android 14, Redmagic OS 9;HDR;16 MP, f/2.0, (wide), 1.12µm, under display;1080p@30/60fps;"32-bit/384kHz Hi-Res audio
Snapdragon Sound";Yes;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
33;ZTE;ZTE nubia RedMagic 6R;https://www.gsmarena.com/zte_nubia_red_magic_6r-10929.php;N/A;N/A;"55W wired, PD3.0, QC4 (China)
30W wired, PD3.0, QC4 (International)";Li-Po 4200 mAh;Pressure sensitive zones (400Hz touch-sensing);Glass front (Gorilla Glass 3), aluminum frame, glass back;163 x 75.3 x 7.8 mm (6.42 x 2.96 x 0.31 in);Nano-SIM + Nano-SIM;186 g (6.56 oz);5.2, A2DP, aptX, LE;N/A;Yes (market/region dependent);GPS (L1+L5), GLONASS, BDS;No;USB Type-C 3.0, OTG, accessory connector;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 3;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~87.5% screen-to-body ratio);AMOLED, 1B colors, 144Hz, 770 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2021, May 27;Available. Released 2021, June 02;N/A;Dual-LED flash, HDR, panorama;"64 MP, f/1.8, 26mm (wide), 1/1.73"", 0.8µm, PDAF
8 MP, f/2.0, 120˚, 13mm (ultrawide), 1/4.0"",  1.12µm
5 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";N/A;N/A;8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps;UFS 3.1;No;128GB 6GB RAM, 128GB 8GB RAM, 128GB 12GB RAM, 256GB 12GB RAM;Black, Mercury Silver, Light Blue;NX666J;About 500 EUR;N/A;CDMA2000 1x;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 3, 5, 7, 8, 4, 12, 17, 20, 34, 38, 39, 40, 41 - China;1, 28, 41, 78 SA/NSA - China;HSPA, LTE, 5G;GSM / CDMA / HSPA / CDMA2000 / LTE / 5G;Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55);Qualcomm SM8350 Snapdragon 888 5G (5 nm);Adreno 660;Android 11, Redmagic 4.0;HDR;16 MP, (wide);1080p@30fps;32-bit/384kHz Hi-Res audio;No;Yes;N/A;N/A;Endurance rating 76h;Photo / Video;588 nits max brightness (measured);-27.9 LUFS (Good);"AnTuTu: 708156 (v8) | 823354 (v9)
GeekBench: 3486 (v5.1)
GFXBench: 59fps (ES 3.1 onscreen)"
34;ZTE;ZTE nubia RedMagic 6;https://www.gsmarena.com/zte_nubia_red_magic_6-10773.php;N/A;N/A;66W wired, PD3.0, QC4, 100% in 38 min;Li-Po 5050 mAh;"Pressure sensitive zones (400Hz touch-sensing)
Built-in cooling fan";Glass front, glass back, aluminum frame;169.9 x 77.2 x 9.7 mm (6.69 x 3.04 x 0.38 in);Nano-SIM + Nano-SIM;220 g (7.76 oz);5.1, A2DP, aptX, LE;N/A;Yes;GPS (L1+L5), GLONASS, BDS, GALILEO;No;USB Type-C 3.0, OTG, accessory connector;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass;1080 x 2400 pixels, 20:9 ratio (~387 ppi density);6.8 inches, 111.6 cm2 (~85.1% screen-to-body ratio);AMOLED, 1B colors, 165Hz, 630 nits (typ);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2021, March 04;Available. Released 2021, March 11;N/A;LED flash, HDR, panorama;N/A;N/A;"64 MP, f/1.8, 26mm (wide), 1/1.97"", 0.7µm, PDAF
8 MP, f/2.0, 120˚, 13mm (ultrawide), 1/4.0"",  1.12µm
2 MP, (macro)";8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps;UFS 3.1;No;128GB 8GB RAM, 128GB 12GB RAM, 256GB 12GB RAM;Eclipse Black, Aurora;NX669J;About 520 EUR;N/A;CDMA2000 1xEV-DO;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 66;1, 3, 28, 38, 41, 78 SA/NSA;HSPA, LTE, 5G;GSM / CDMA / HSPA / EVDO / LTE / 5G;Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55);Qualcomm SM8350 Snapdragon 888 5G (5 nm);Adreno 660;Android 11, Redmagic 4.0;HDR;"8 MP, f/2.0, (wide), 1/4.0"", 1.12µm";1080p@30fps;32-bit/384kHz Hi-Res audio;Yes;Yes, with stereo speakers;N/A;N/A;Endurance rating 88h;Photo / Video;444 nits max brightness (measured);-21.4 LUFS (Excellent);"AnTuTu: 708853 (v8)
GeekBench: 3586 (v5.1)
GFXBench: 50fps (ES 3.1 onscreen)"
35;ZTE;ZTE Blade V60 Design;https://www.gsmarena.com/zte_blade_v60_design-13377.php;N/A;N/A;22.5W wired;5000 mAh;N/A;Glass front, glass back, plastic frame;164.2 x 75.3 x 8.6 mm (6.46 x 2.96 x 0.34 in);Nano-SIM + Nano-SIM;198 g (6.98 oz);5.2, A2DP, LE;N/A;Yes (market/region dependent);GPS, GLONASS, GALILEO;FM radio;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;720 x 1612 pixels, 20:9 ratio (~267 ppi density);6.6 inches, 104.6 cm2 (~84.6% screen-to-body ratio);IPS LCD, 90Hz;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2024, June 11;Available. Released 2024, June;"50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;N/A;microSDXC (uses shared SIM slot);256GB 4GB RAM, 256GB 6GB RAM;Dark Blue, Champagne Gold, Sunrise Violet;Z2350;About 110 EUR;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55);Unisoc T606 (12 nm);Mali-G57 MP1;Android 13;N/A;8 MP, f/2.0, (wide);Yes;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
36;ZTE;ZTE nubia Z60S Pro;https://www.gsmarena.com/zte_nubia_z60s_pro-13226.php;N/A;N/A;80W wired;Li-Po 5100 mAh;N/A;Glass front, aluminum frame;163.6 x 76 x 8.7 mm (6.44 x 2.99 x 0.34 in);Nano-SIM + Nano-SIM;220 g (7.76 oz);5.3, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless;Yes;Yes (market/region dependent);GPS (L1+L2+L5), GLONASS (G1+G5), BDS (B1I+B1C+B2a+B2b), GALILEO (E1+E5a), QZSS (L1+L5);No;USB Type-C 3.1, OTG;Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct;N/A;Longxi glass;1260 x 2800 pixels, 20:9 ratio (~452 ppi density);6.78 inches, 111.5 cm2 (~89.7% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 1200 nits (peak);Dual satellite BDS support (Emergency SOS service);Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, July 23;Available. Released 2024, August 12;"50 MP, f/1.6, 35mm (standard), 1/1.56"", 1.0µm, PDAF, OIS
8 MP, f/2.4, 80mm (telephoto), 1/4.4"", 1.0µm, PDAF, optical zoom
50 MP, f/2.0, 13mm, 125˚ (ultrawide), 1/2.88"", 0.61µm, AF";Dual-LED dual-tone flash, HDR, panorama;N/A;N/A;N/A;8K@30fps, 4K@30/60/120fps, 1080p, gyro-EIS, 10-bit;UFS 4.0;No;256GB 8GB RAM, 256GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM, 1TB 24GB RAM;Black, Aqua, White;N/A;About 670 EUR;N/A;CDMA2000 1x;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41, 42, 66;1, 2, 3, 5, 7, 8, 20, 25, 26, 28, 38, 40, 41, 66, 77, 78 SA/NSA;HSPA, LTE (CA), 5G;GSM / CDMA / HSPA / CDMA2000 / LTE / 5G;Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510);Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm);Adreno 740;Android 14, MyOS 14 (International), MyOS 14.5 (China);N/A;"16 MP, f/2.5, 26mm (wide), 1/3.06"", 1.0µm";1080p@30fps;"24-bit/192kHz Hi-Res audio
Snapdragon Sound";No;Yes, with stereo speakers;N/A;Active use score 12:12h;N/A;N/A;N/A;N/A;N/A
37;ZTE;ZTE Blade A56;https://www.gsmarena.com/zte_blade_a56-13948.php;N/A;N/A;10W wired;Li-Po 5000 mAh;N/A;N/A;167.6 x 77.4 x 8.3 mm (6.60 x 3.05 x 0.33 in);Nano-SIM + Nano-SIM;193 g (6.81 oz);5.2, A2DP, LE;N/A;No;GPS, GALILEO, GLONASS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 b/g/n;N/A;N/A;720 x 1600 pixels, 20:9 ratio (~260 ppi density);6.75 inches, 110.0 cm2 (~84.8% screen-to-body ratio);IPS LCD, 90Hz;N/A;Fingerprint (side-mounted), accelerometer;2025, June 11;Coming soon. Exp. release 2025, July;N/A;LED flash;N/A;"13 MP, AF
Auxiliary lenses";N/A;1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM;Black, Yellow;N/A;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55);Unisoc T7200 (12 nm);Mali-G57 MP1;Android 15;N/A;8 MP;Yes;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
38;ZTE;ZTE nubia Neo 3 GT;https://www.gsmarena.com/zte_nubia_neo_3_gt-13710.php;N/A;N/A;"80W wired
Bypass Charging";6000 mAh or 5000 mAh;"Pressure sensitive zones (Gaming triggers)
RGB light (on the back)";N/A;-;Nano-SIM + Nano-SIM;-;Yes;N/A;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;Unspecified;USB Type-C;Yes;N/A;N/A;1080 x 2392 pixels (~386 ppi density);6.8 inches, 111.9 cm2;AMOLED, 120Hz, 1300 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, compass, proximity;2025, March 03;Available. Released 2025, June;"50 MP, (wide), PDAF
2 MP, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;Yes;N/A;No;256GB 12GB RAM;Electro Yellow, Interstellar Gray;N/A;About 360 EUR;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;LTE;SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (1x2.7 GHz Cortex-A76 & 3x2.3 GHz Cortex-A76 & 4x2.1 GHz Cortex-A55);Unisoc T9100 (6 nm);Mali-G57;Android 15;N/A;16 MP;1080p@30fps;N/A;Unspecified;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
39;ZTE;ZTE Blade A76;https://www.gsmarena.com/zte_blade_a76_5g-13932.php;N/A;N/A;N/A;5000 mAh;IP54 dust protected and water resistant (water splashes);N/A;-;Nano-SIM + Nano-SIM;-;Yes;N/A;Yes (market/region dependent);GPS;Unspecified;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;720 x 1612 pixels, 20:9 ratio (~262 ppi density);6.75 inches, 109.5 cm2;IPS LCD, 120Hz;N/A;Yes;2025, June 03;Available. Released 2025, June;"50 MP, f/1.8, 27mm (wide), AF
2 MP, (depth)";LED flash, HDR;N/A;N/A;N/A;4K@30fps, 1080p@30fps;N/A;No;128GB 6GB RAM;Black, Blue;N/A;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;LTE;SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;Android;N/A;8 MP, (wide);1080p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
40;ZTE;ZTE nubia RedMagic 7;https://www.gsmarena.com/zte_nubia_red_magic_7-11363.php;N/A;N/A;"120W wired, PD3.0, 100% in 17 min (China)
65W wired, PD3.0 (International)";Li-Po 4500 mAh;"Pressure sensitive zones (500Hz touch-sensing)
Built-in cooling fan
Aviation aluminum middle frame";Glass front, glass back, aluminum frame;170.6 x 78.3 x 9.5 mm (6.72 x 3.08 x 0.37 in);Nano-SIM + Nano-SIM;215 g (7.58 oz);5.2, A2DP, aptX, LE;N/A;Yes;GPS (L1+L5), GLONASS, BDS, GALILEO;No;USB Type-C 3.0, OTG, accessory connector;Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 5;1080 x 2400 pixels, 20:9 ratio (~387 ppi density);6.8 inches, 111.6 cm2 (~83.6% screen-to-body ratio);AMOLED, 1B colors (China only), 165Hz, 700 nits (typ);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2022, February 17;Available. Released 2022, February 21;N/A;LED flash, HDR, panorama;N/A;N/A;"64 MP, f/1.8, 26mm (wide), 1/1.97"", 0.7µm, PDAF
8 MP, f/2.0, 120˚, 13mm (ultrawide), 1/4.0"",  1.12µm
2 MP, f/2.4, (macro)";8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps;UFS 3.1;No;128GB 8GB RAM, 128GB 12GB RAM, 256GB 12GB RAM, 256GB 16GB RAM, 256GB 18GB RAM, 512GB 16GB RAM;Obsidian, Pulsar, Supernova;NX679J;About 630 EUR;N/A;CDMA2000 1xEV-DO;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 66;1, 3, 5, 7, 8, 20, 28, 38, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / CDMA / HSPA / EVDO / LTE / 5G;Octa-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510);Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm);Adreno 730;Android 12, Redmagic 5.0;HDR;"8 MP, f/2.0, (wide), 1/4.0"", 1.12µm";1080p@30fps;32-bit/384kHz Hi-Res audio;Yes;Yes, with stereo speakers;N/A;N/A;Endurance rating 89h;Photo / Video;527 nits max brightness (measured);-22.7 LUFS (Excellent);"AnTuTu: 1056488 (v9)
GeekBench: 3855(v5.1)
GFXBench: 77fps (ES 3.1 onscreen)"
41;ZTE;ZTE Blade V50;https://www.gsmarena.com/zte_blade_v50-12613.php;N/A;N/A;33W wired;Li-Po 4800 mAh;N/A;N/A;161.9 x 72.8 x 8 mm (6.37 x 2.87 x 0.31 in);Nano-SIM + Nano-SIM;178 g (6.28 oz);5.2, A2DP, LE;N/A;Yes (market/region dependent);GPS;Unspecified;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~91.1% screen-to-body ratio);AMOLED, 120Hz;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2023, September;Available. Released 2023, September;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";1080p@30fps;N/A;No;256GB 6GB RAM;Black, Blue, Mint;7060;About 220 EUR;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;LTE;SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core;N/A;N/A;Android 13;N/A;16 MP, f/2.0, (wide);1080p@30fps;N/A;No;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
42;ZTE;ZTE Blade V70 Design;https://www.gsmarena.com/zte_blade_v70_design-13513.php;N/A;N/A;22.5W wired;5000 mAh;N/A;Glass front, plastic frame, glass back or silicone polymer (eco leather) back;165.8 x 77.1 x 8.2 mm (6.53 x 3.04 x 0.32 in);Nano-SIM + Nano-SIM;206 g (7.27 oz);5.2, A2DP, LE;N/A;Yes (market/region dependent);GPS, GALILEO, GLONASS;FM radio;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;720 x 1612 pixels, 20:9 ratio (~264 ppi density);6.7 inches, 107.8 cm2 (~84.4% screen-to-body ratio);IPS LCD, 120Hz;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2024, November 22;Available. Released 2024, November 28;"50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;N/A;microSDXC (uses shared SIM slot);256GB 4GB RAM, 256GB 8GB RAM;Stone gray, Rose pink, Citrus orange, Jade green;N/A;About 90 EUR;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55);Unisoc T606 (12 nm);Mali-G57 MP1;Android 14;N/A;16 MP;1080p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
43;ZTE;ZTE nubia RedMagic 10 Air;https://www.gsmarena.com/zte_nubia_redmagic_10_air_5g-13797.php;N/A;N/A;80W wired, 100% in 52 min;6000 mAh;"Pressure sensitive zones (520Hz touch-sensing)
Aviation aluminum middle frame
IP54 dust protected and water resistant (water splashes)";Glass front (Gorilla Glass 5), aluminum frame, glass back (Panda Glass 2);164.3 x 76.6 x 7.9 mm (6.47 x 3.02 x 0.31 in);Nano-SIM + Nano-SIM;205 g (7.23 oz);5.4, A2DP, LE;Yes;Yes;GPS (L1+L2+L5), GLONASS, BDS, GALILEO;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band or tri-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 5;1116 x 2480 pixels, 20:9 ratio (~400 ppi density);6.8 inches, 111.6 cm2 (~88.7% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 1600 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, April 16;Available. Released 2025, April 16;"50 MP, f/1.9, (wide), 1/1.55"", 1.0µm, PDAF, OIS
50 MP, f/2.2, (ultrawide), 1/2.88"", 0.61µm, AF";LED flash, HDR, panorama;N/A;N/A;N/A;8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps;UFS 4.0;No;256GB 12GB RAM, 512GB 16GB RAM;Black Twilight, White Hailstone, Orange Flare;N/A;$ 589.00 / € 499.00 / £ 448.00;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 42, 66;1, 2, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 66, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520);Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);Adreno 750;Android 15, up to 3 major Android upgrades, Redmagic OS 10;HDR;"16 MP, f/2.0, (wide), 1/2.77"", 1.12µm, under display";1080p@30/60fps;"Hi-Res audio
Snapdragon Sound";No;Yes, with stereo speakers (DTS X certified);N/A;Active use score 13:10h;N/A;N/A;1023 nits max brightness (measured);-25.7 LUFS (Very good);"AnTuTu: 1881709 (v10)
GeekBench: 7129 (v6)
3DMark: 4624 (Wild Life Extreme)"
44;ZTE;ZTE nubia Z60 Ultra;https://www.gsmarena.com/zte_nubia_z60_ultra-12751.php;N/A;N/A;80W wired, PD3.0, QC4;Li-Po 6000 mAh;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front, aluminum frame, glass back;164 x 76.4 x 8.8 mm (6.46 x 3.01 x 0.35 in);Nano-SIM + Nano-SIM;246 g (8.68 oz);5.4, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless;Yes;Yes;GPS (L1+L5), GLONASS, GALILEO, BDS;No;USB Type-C 3.1, OTG;Wi-Fi 802.11 a/b/g/n/ac/6e/7, dual-band, Wi-Fi Direct;N/A;N/A;1116 x 2480 pixels, 20:9 ratio (~400 ppi density);6.8 inches, 111.6 cm2 (~89.1% screen-to-body ratio);AMOLED, 1B colors, 120Hz, HDR10, 1500 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2023, December 19;Available. Released 2023, December 29;N/A;Laser AF, color spectrum sensor, Ring-LED, dual-tone flash, panorama, HDR;N/A;N/A;"50 MP, f/1.6, 35mm (standard), 1/1.49"", 1.0µm, PDAF, OIS
64 MP, f/3.3, 85mm (periscope telephoto), 1/2.0"", PDAF, OIS, 3.3x optical zoom (vs. 26mm cam)
50 MP, f/1.8, 18mm, 100˚ (ultrawide), 1/1.55"", PDAF, OIS";8K@30fps, 4K@30/60/120fps, 1080p@30/60fps, gyro-EIS, HDR10, 10‑bit video;UFS 4.0;No;256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM, 1TB 24GB RAM;Black, Silver, Photographer Edition;NX721J;€ 863.01;N/A;1, 3, 5, 8, 28, 41, 78 SA/NSA - China;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 66 - International;1, 2, 3, 5, 7, 8, 28, 38, 40, 41, 66, 77, 78 SA/NSA - International;HSPA, LTE (CA), 5G;GSM / CDMA / HSPA / CDMA2000 / LTE / 5G;Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520);Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);Adreno 750;Android 14, MyOS 14;HDR;"12 MP, under display - International model
16 MP, f/2.0, 26mm (wide), 1/2.8"", 1.22µm, under display - China model";1080p@30fps;"24-bit/192kHz Hi-Res audio
Snapdragon Sound";No;Yes, with stereo speakers;N/A;Active use score 14:57h;N/A;N/A;1018 nits max brightness (measured);-23.6 LUFS (Very good);"AnTuTu: 2094586 (v10)
GeekBench: 7119 (v6)
3DMark: 5257 (Wild Life Extreme)"
