No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Quad;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_Speed;Network_Technology;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker;Tests_Audioquality;Tests_Batterynew;Tests_Batteryold;Tests_Camera;Tests_Display;Tests_Loudspeaker;Tests_Performance
29;Realme;Realme 11 Pro+;https://www.gsmarena.com/realme_11_pro+-12246.php;N/A;N/A;100W wired;5000 mAh;N/A;Glass front, leather or plastic back, plastic frame;161.6 x 73.9 x 8.2 mm or 8.7 mm;Nano-SIM + Nano-SIM;183 g or 189 g (6.46 oz);5.2, A2DP, LE, aptX HD;N/A;Yes;GPS, GLONASS, GALILEO, BDS, QZSS, NavIC;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;N/A;1080 x 2412 pixels, 20:9 ratio (~394 ppi density);6.7 inches, 108.0 cm2 (~90.5% screen-to-body ratio);AMOLED, 1B colors, HDR10+, 120Hz, 950 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2023, May 10;Available. Released 2023, May 15;N/A;LED flash, HDR, panorama;N/A;N/A;"200 MP, f/1.7, 23mm (wide), 1/1.4"", 0.56µm, PDAF, OIS
8 MP, f/2.2, 16mm, 112˚ (ultrawide)
2 MP, f/2.4, (macro)";4K@30fps, 1080p@30/60/120/480fps, 720p@960fps, gyro-EIS;N/A;No;256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM, 1TB 12GB RAM;Astral Black, Sunrise Beige, Oasis Green;RMX3740, RMX3741;$ 705.00 / € 249.61;N/A;N/A;1, 5, 8, 28, 41, 77, 78 SA/NSA - China;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 38, 40, 41 - India;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA - International;HSPA, LTE, 5G;GSM / CDMA / HSPA / CDMA2000 / LTE / 5G;Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 7050 (6 nm);Mali-G68 MC4;Android 13, up to 2 major Android upgrades, Realme UI 5.0;Panorama;32 MP, f/2.5, 22mm (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;No;Yes, with stereo speakers;N/A;N/A;Endurance rating 112h;Photo / Video;793 nits max brightness (measured);-26.2 LUFS (Good);"AnTuTu: 558996 (v9), 605783 (v10)
GeekBench: 2207 (v5.5), 2277 (v6.0)
GFXBench: 22fps (ES 3.1 onscreen)"
30;Realme;Realme 13 Pro+;https://www.gsmarena.com/realme_13_pro+-13196.php;N/A;N/A;80W wired, 50% in 19 min, 100% in 49 min;5200 mAh;IP65 dust tight and water resistant (low pressure water jets);Glass front (Gorilla Glass 7i), plastic frame, glass back;161.3 x 73.9 x 8.2 or 8.4 mm;Nano-SIM + Nano-SIM;185.5 g or 190 g (6.56 oz);5.2, A2DP, LE;N/A;Yes, 360˚ (market/region dependent);GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;HDR image support;Corning Gorilla Glass 7i;1080 x 2412 pixels, 20:9 ratio (~394 ppi density);6.7 inches, 108.0 cm2 (~90.6% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 600 nits (typ), 1200 nits (HBM), 2000 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, July 30;Available. Released 2024, August 06;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS
50 MP, f/2.7, 73mm, (periscope telephoto), 1/1.95"", 0.8µm, multi-directional PDAF, OIS, 3x optical zoom
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm";4K@30fps, 1080p@30/60/120fps, gyro-EIS;N/A;No;256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Monet Gold, Emerald Green, Monet Purple;RMX3920, RMX3921;$ 689.00 / ₹ 22,159;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (4x2.40 GHz Cortex-A78 & 4x1.95 GHz Cortex-A55);Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm);Adreno 710;Android 14, Realme UI 5.0;N/A;"32 MP, f/2.5, 21mm (wide), 1/2.74"", 0.8µm";4K@30fps, 1080p@30fps;24-bit/192kHz Hi-Res audio;No;Yes, with stereo speakers;N/A;Active use score 13:39h;N/A;N/A;1398 nits max brightness (measured);-25.7 LUFS (Very good);"AnTuTu: 663084 (v10)
GeekBench: 2685 (v6)
3DMark: 808 (Wild Life Extreme)"
31;Realme;Realme 12x;https://www.gsmarena.com/realme_12x-12890.php;N/A;N/A;15W wired;5000 mAh;IP54 dust protected and water resistant (water splashes);N/A;165.6 x 76.1 x 7.9 mm (6.52 x 3.00 x 0.31 in);Nano-SIM + Nano-SIM;190 g (6.70 oz);5.3, A2DP, LE;N/A;Yes, 360˚;GPS, GALILEO, GLONASS, BDS, QZSS;Unspecified;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;720 x 1604 pixels, 20:9 ratio (~264 ppi density);6.67 inches, 107.2 cm2 (~85.1% screen-to-body ratio);IPS LCD, 120Hz, 500 (typ), 625 nits (HBM);N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2024, March 21;Available. Released 2024, April 07;"50 MP, f/1.8, (wide), 0.64µm, PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;N/A;microSDXC (dedicated slot);128GB 6GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Feather Green, Glowing Black;RMX3997;$ 445.00 / € 109.00 / £ 139.00;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6100+ (6 nm);Mali-G57 MC2;Android 14, Realme UI 5.0;Panorama;8 MP, f2.0, (wide);1080p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
32;Realme;Realme GT Master;https://www.gsmarena.com/realme_gt_master-11001.php;N/A;N/A;65W wired, 100% in 33 min;4300 mAh;N/A;Glass front, plastic frame, plastic back;159.2 mm x 73.5 mm x 8.0/8.7 mm (depending on color);Nano-SIM + Nano-SIM;174/180 g (depending on color) (6.14 oz);5.2, A2DP, LE;N/A;Yes;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;N/A;N/A;1080 x 2400 pixels, 20:9 ratio (~409 ppi density);6.43 inches, 99.8 cm2 (~85.3% screen-to-body ratio);Super AMOLED, 120Hz, 1000 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2021, July 21;Available. Released 2021, July 30;N/A;LED flash, HDR, panorama;N/A;N/A;"64 MP, f/1.8, 25mm (wide), 1/2.0"", 0.7µm, PDAF
8 MP, f/2.2, 16mm, 119˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)";4K@30fps, 1080p@30/60fps, gyro-EIS;UFS;No;128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Black, Gray, White, Aurora;RMX3363, RMX3360, RMX3361;$ 294.99 / € 179.22;N/A;N/A;1, 3, 5, 8, 28, 41, 77, 78 SA/NSA - China;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66 - International;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA - International;HSPA, LTE, 5G;GSM / CDMA / HSPA / EVDO / LTE / 5G;Octa-core (1x2.4 GHz Cortex-A78 & 3x2.2 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55);Qualcomm SM7325 Snapdragon 778G 5G (6 nm);Adreno 642L;Android 11, upgradable to Android 13, Realme UI 4.0;HDR, panorama;"32 MP, f/2.5, 26mm (wide), 1/2.74"", 0.8µm";1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes;N/A;N/A;Endurance rating 114h;Photo / Video;634 nits max brightness (measured);-29.2 LUFS (Average);"AnTuTu: 529263 (v9)
GeekBench: 2917 (v5.1)
GFXBench: 27fps (ES 3.1 onscreen)"
33;Realme;Realme Neo7 Turbo;https://www.gsmarena.com/realme_neo7_turbo_5g-13916.php;N/A;N/A;100W wired, PD, PPS, UFCS, 50% in 18 min, 100% in 47 min;Si/C Li-Ion 7200 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)";N/A;162.4 x 76.1 x 8.6 mm (6.39 x 3.00 x 0.34 in);Nano-SIM + Nano-SIM;205 g (7.23 oz);5.4, A2DP, LE;Yes;Yes, 360˚;GPS (L1+L5), BDS (B1I+B1C+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), NavIC (L5), GLONASS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band;N/A;N/A;1280 x 2800 pixels, 19.5:9 ratio (~453 ppi density);6.8 inches, 112.8 cm2 (~91.3% screen-to-body ratio);AMOLED, 1B colors, 120Hz, HDR, 1800 nits (HBM), 6500 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, May 29;Available. Released 2025, May 29;"50 MP, f/1.8, 26mm (wide), 1/1.95"", 0.8µm, PDAF, OIS
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm";Color spectrum sensor, LED flash, HDR, panorama;N/A;N/A;N/A;4K@30/60fps, 1080p@30/60/120fps, gyro-EIS, OIS;UFS 4.0;No;256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM, 512GB 16GB RAM;Black, Silver;N/A;About 250 EUR;N/A;N/A;CDMA 800;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 2100;1, 3, 4, 5, 8, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 42, 48, 66;1, 3, 5, 8, 20, 28, 38, 40, 41, 48, 66, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / CDMA / HSPA / LTE / 5G;Octa-core (1x3.4 GHz Cortex-X4 & 3x2.85 GHz Cortex-X4 & 4x2.0 GHz Cortex-A720);Mediatek Dimensity 9400e (4 nm);Immortalis-G720 MC12;Android 15, Realme UI 6.0;Panorama;"16 MP, f/2.4, 23mm (wide), 1/3.09""";1080p@30/60fps, gyro-EIS;N/A;No;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
34;Realme;Realme P3x;https://www.gsmarena.com/realme_p3x-13665.php;N/A;N/A;"45W wired
5W reverse wired";Si/C Li-Ion 6000 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 2m for 30 min)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";Glass front, aluminum frame, plastic back or silicone polymer back (eco leather);165.7 x 76.2 x 7.9 mm (6.52 x 3.00 x 0.31 in);Nano-SIM + Nano-SIM;197 g (6.95 oz);5.3, A2DP, LE, aptX HD, BLE Audio;N/A;No;GPS, GALILEO, GLONASS, QZSS, BDS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;ArmorShell glass;1080 x 2400 pixels, 20:9 ratio (~392 ppi density);6.72 inches, 109.0 cm2 (~86.3% screen-to-body ratio);IPS LCD, 120Hz, 950 nits (peak);N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2025, February 18;Available. Released 2025, February 28;"50 MP, f/1.8, 27mm (wide), 2.88"", 0.61µm, PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30/60fps;eMMC 5.1;microSDXC (uses shared SIM slot);128GB 6GB RAM, 128GB 8GB RAM;Midnight Blue, Stellar Pink, Lunar Silver;RMX3944;₹ 12,800;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core 2.5 GHz;Mediatek Dimensity 6400 (6 nm);Mali-G57 MC2;Android 15, Realme UI 6.0;Panorama;8 MP, f/2.0, (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;No;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
35;Realme;Realme 12;https://www.gsmarena.com/realme_12-12861.php;N/A;N/A;45W wired, 50% in 30 min;5000 mAh;IP54 dust protected and water resistant (water splashes);N/A;165.6 x 76.1 x 7.7 mm (6.52 x 3.00 x 0.30 in);Nano-SIM + Nano-SIM;188 g (6.63 oz);5.2, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;1080 x 2400 pixels, 20:9 ratio (~392 ppi density);6.72 inches, 109.0 cm2 (~86.5% screen-to-body ratio);IPS LCD, 120Hz, 800 nits (typ), 950 nits (HBM);N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2024, March 06;Available. Released 2024, March 06;"108 MP, f/1.8, 24mm (wide), 1/1.67"", PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;N/A;microSDXC (uses shared SIM slot);128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM;Twilight Purple, Woodland Green;RMX3999;₹ 15,500;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6100+ (6 nm);Mali-G57 MC2;Android 14, Realme UI 5.0;N/A;8 MP, f/2.0, 26mm (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
36;Realme;Realme Narzo 80 Pro;https://www.gsmarena.com/realme_narzo_80_pro_5g-13782.php;N/A;N/A;"80W wired, 50% in 21 min
Reverse wired
Bypass charging";Si/C Li-Ion 6000 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)
Manufacturer-rated water-resistant (up to 2m for 48 h)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";N/A;162.8 x 74.9 x 7.6 mm (6.41 x 2.95 x 0.30 in);Nano-SIM + Nano-SIM;179 g (6.31 oz);5.4, A2DP, LE;N/A;No;GPS, GALILEO, GLONASS, BDS;Unspecified;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;1080 x 2392 pixels (~391 ppi density);6.72 inches, 109.3 cm2 (~89.6% screen-to-body ratio);OLED, 1B colors, 120Hz, HDR, 600 nits (typ), 1400 nits (HBM), 4500 nits (peak);Circle to Search;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, April 09;Available. Released 2025, April 09;"50 MP, f/1.8, 26mm (wide), 1/1.95"", 0.8µm, PDAF, OIS
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;4K@30fps, 1080p@30/60/120fps, gyro-EIS, OIS;UFS 3.1;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;Racing Green, Speed Silver;N/A;₹ 19,998;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (4x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 7400 (4 nm);Mali-G615 MC2;Android 15, Realme UI 6.0;Panorama;16 MP, f/2.4, (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;No;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
37;Realme;Realme C53;https://www.gsmarena.com/realme_c53-12310.php;N/A;N/A;33W wired, 50% in 31 min;5000 mAh;N/A;Glass front, plastic frame, plastic back;167.3 x 76.7 x 7.5 mm (6.59 x 3.02 x 0.30 in);Nano-SIM + Nano-SIM;182 g (6.42 oz);5.0, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO;Unspecified;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;1080 x 2400 pixels, 20:9 ratio (~390 ppi density);6.74 inches, 109.7 cm2 (~85.5% screen-to-body ratio);IPS LCD, 90Hz, 560 nits (peak);N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2023, May 31;Available. Released 2023, May 31;"50 MP, f/1.8, (wide), PDAF
0.3 MP, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;N/A;microSDXC (dedicated slot);128GB 6GB RAM, 256GB 8GB RAM;Champion Gold, Mighty Black;RMX3760;$ 122.97;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Unisoc Tiger T612 (12 nm);Mali-G57;Android 13, Realme UI T;HDR;8 MP, f/2.0, (wide);720p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
38;Realme;Realme 11;https://www.gsmarena.com/realme_11-12444.php;N/A;N/A;67W wired, 0-50% in 17 min;5000 mAh;N/A;Glass front, aluminum frame, plastic back;165.7 x 76 x 8.1 mm (6.52 x 2.99 x 0.32 in);Nano-SIM + Nano-SIM;190 g (6.70 oz);5.2, A2DP, LE;N/A;Yes (market/region dependent);GPS, GALILEO, GLONASS, BDS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;N/A;1080 x 2400 pixels, 20:9 ratio (~392 ppi density);6.72 inches, 109.0 cm2 (~86.6% screen-to-body ratio);IPS LCD, 120Hz, 550 nits (typ), 680 nits (HBM);N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2023, July 31;Available. Released 2023, July 31;"108 MP, f/1.8, 24mm (wide), 1/1.67"", 0.64µm, PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;UFS 2.2;microSDXC (dedicated slot);128GB 8GB RAM, 256GB 8GB RAM;Midnight Black (Glory Black), Sunrise Gold (Glory Gold);RMX3780;$ 259.99 / € 219.00 / £ 415.00 / ₹ 18,490;N/A;N/A;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA - India;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - International;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66 - International;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA - International;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6100+ (6 nm);Mali-G57 MC2;Android 13, Realme UI 4.0;Panorama, HDR;16 MP, f/2.5, 23mm (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
39;Realme;Realme 12+;https://www.gsmarena.com/realme_12+-12821.php;N/A;N/A;67W wired, 50% in 19 min;5000 mAh;IP54 dust protected and water resistant (water splashes);Glass front, silicone polymer back (eco leather), plastic frame;163 x 75.5 x 7.9 mm (6.42 x 2.97 x 0.31 in);Nano-SIM + Nano-SIM;190 g (6.70 oz);5.2, A2DP, LE;N/A;Yes, 360˚ (market/region dependent);GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;N/A;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~87.3% screen-to-body ratio);AMOLED, 120Hz, HDR10+, 600 nits (typ), 2000 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, February 29;Available. Released 2024, March 02;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.9, 26mm (wide), 1/1.95"", PDAF, OIS
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)";4K@30fps, 1080p@30/60fps, gyro-EIS;N/A;microSDXC (uses shared SIM slot);128GB 8GB RAM, 256GB 6GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Pioneer Green, Navigator Beige;RMX3867;$ 195.79 / € 194.99 / £ 207.39 / ₹ 18,991;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 7050 (6 nm);Mali-G68 MC4;Android 14, up to 2 major Android upgrades, Realme UI 5.0;N/A;"16 MP, f/2.5, 24mm (wide), 1/3.0""";1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes, with stereo speakers;N/A;Active use score 13:03h;N/A;N/A;1148 nits max brightness (measured);-24.4 LUFS (Very good);"AnTuTu: 558199 (v9), 614150 (v10)

GeekBench: 2343 (v5), 2363 (v6)
3DMark: 629 (Wild Life Extreme)"
40;Realme;Realme 14x (India);https://www.gsmarena.com/realme_14x_(india)-13555.php;N/A;N/A;"45W wired
5W reverse wired";6000 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 2m for 30 min)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";N/A;165.7 x 76.2 x 7.9 mm (6.52 x 3.00 x 0.31 in);Nano-SIM + Nano-SIM;197 g (6.95 oz);5.3, A2DP, LE;N/A;No;GPS, GALILEO, GLONASS, QZSS, BDS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;720 x 1604 pixels, 20:9 ratio (~264 ppi density);6.67 inches, 107.2 cm2 (~84.9% screen-to-body ratio);IPS LCD, 120Hz, 625 nits;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2024, December 18;Available. Released 2024, December 22;N/A;LED flash, HDR, panorama;N/A;"50 MP, f/1.8, 27mm (wide), 1/2.88"", 0.61µm, PDAF";N/A;1080p@30fps;N/A;microSDXC (uses shared SIM slot);128GB 6GB RAM, 128GB 8GB RAM;Crystal Black, Golden Glow, Jewel Red;N/A;₹ 13,795;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6300 (6 nm);Mali-G57 MC2;Android 14, Realme UI 5.0;N/A;8 MP, (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
41;Realme;Realme 10 Pro;https://www.gsmarena.com/realme_10_pro-11978.php;N/A;N/A;33W wired, 50% in 29 min;5000 mAh;N/A;Glass front, plastic frame, plastic back;163.7 x 74.2 x 8.1 mm or 8.3 mm;Nano-SIM + Nano-SIM;190 g / 192 g (6.70 oz);5.1, A2DP, LE;N/A;Yes (market/region dependent);GPS, GALILEO, GLONASS, BDS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;1080 x 2400 pixels, 20:9 ratio (~392 ppi density);6.72 inches, 109.0 cm2 (~89.8% screen-to-body ratio);IPS LCD, 120Hz, 600 nits (typ), 680 nits (peak);N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2022, November 17;Available. Released 2022, November 24;"108 MP, f/1.8, 24mm (wide), 1/1.67"", 0.64µm, PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;UFS 2.2;microSDXC (uses shared SIM slot);128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;Dark Matter, Hyperspace Gold, Nebula Blue, Coca-Cola edition;RMX3663, RMX3660, RMX3661;$ 555.00 / ₹ 18,990;N/A;N/A;CDMA2000 1x;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 19, 20, 28, 34, 38, 39, 40, 41;1, 5, 8, 28, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / CDMA / HSPA / CDMA2000 / LTE / 5G;Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.8 GHz Kryo 660 Silver);Qualcomm SM6375 Snapdragon 695 5G (6 nm);Adreno 619;Android 13, upgradable to Android 14, Realme UI 5.0;Panorama;16 MP, f/2.5, 25mm (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes, with stereo speakers;N/A;N/A;Endurance rating 127h;Photo / Video;1255:1 contrast ratio, 619 nits max brightness (measured);-24.4 LUFS (Very good);"AnTuTu: 401860 (v9)
GeekBench: 2021 (v5.1)
GFXBench: 16fps (ES 3.1 onscreen)"
